A	9081174698
I	3086225277
C	596623239
E	593086170
S	565123981
X	508609523
N	437961375
B	419765694
T	388448018
D	361493758
M	341583838
R	323534251
P	303249898
F	297285731
L	252900442
W	252231566
O	246429812
G	227771642
H	220523502
V	204486977
K	195647953
Y	195011703
J	180739802
U	179615587
Q	139563801
Z	132095202
